Country,Happiness_Rank,Year,Happiness_Score,Type,Value
Sri Lanka,130,2019,4.366,Healthy life expectancy,0.831
Myanmar,131,2019,4.36,Healthy life expectancy,0.555
Chad,132,2019,4.35,Healthy life expectancy,0.192
Ukraine,133,2019,4.332,Healthy life expectancy,0.739
Ethiopia,134,2019,4.286,Healthy life expectancy,0.532
Swaziland,135,2019,4.212,Healthy life expectancy,0.0
Uganda,136,2019,4.189,Healthy life expectancy,0.443
Egypt,137,2019,4.166,Healthy life expectancy,0.644
Zambia,138,2019,4.107,Healthy life expectancy,0.426
Togo,139,2019,4.085,Healthy life expectancy,0.41
India,140,2019,4.015,Healthy life expectancy,0.588
Liberia,141,2019,3.975,Healthy life expectancy,0.443
Comoros,142,2019,3.973,Healthy life expectancy,0.505
Madagascar,143,2019,3.933,Healthy life expectancy,0.555
Lesotho,144,2019,3.802,Healthy life expectancy,0.168
Burundi,145,2019,3.775,Healthy life expectancy,0.38
Zimbabwe,146,2019,3.663,Healthy life expectancy,0.433
Haiti,147,2019,3.597,Healthy life expectancy,0.449
Botswana,148,2019,3.488,Healthy life expectancy,0.538
Syria,149,2019,3.462,Healthy life expectancy,0.44
Malawi,150,2019,3.41,Healthy life expectancy,0.495
Yemen,151,2019,3.38,Healthy life expectancy,0.463
Rwanda,152,2019,3.334,Healthy life expectancy,0.614
Tanzania,153,2019,3.231,Healthy life expectancy,0.499
Afghanistan,154,2019,3.203,Healthy life expectancy,0.361
Central African Republic,155,2019,3.083,Healthy life expectancy,0.105
South Sudan,156,2019,2.853,Healthy life expectancy,0.295
Finland,1,2019,7.769,Freedom to make life choices,0.596
Denmark,2,2019,7.6,Freedom to make life choices,0.592
Norway,3,2019,7.554,Freedom to make life choices,0.603
Iceland,4,2019,7.494,Freedom to make life choices,0.591
Netherlands,5,2019,7.488,Freedom to make life choices,0.557
Switzerland,6,2019,7.48,Freedom to make life choices,0.572
Sweden,7,2019,7.343,Freedom to make life choices,0.574
New Zealand,8,2019,7.307,Freedom to make life choices,0.585
Canada,9,2019,7.278,Freedom to make life choices,0.584
Austria,10,2019,7.246,Freedom to make life choices,0.532
Australia,11,2019,7.228,Freedom to make life choices,0.557
Costa Rica,12,2019,7.167,Freedom to make life choices,0.558
Israel,13,2019,7.139,Freedom to make life choices,0.371
Luxembourg,14,2019,7.09,Freedom to make life choices,0.526
United Kingdom,15,2019,7.054,Freedom to make life choices,0.45
Ireland,16,2019,7.021,Freedom to make life choices,0.516
Germany,17,2019,6.985,Freedom to make life choices,0.495
Belgium,18,2019,6.923,Freedom to make life choices,0.473
United States,19,2019,6.892,Freedom to make life choices,0.454
Czech Republic,20,2019,6.852,Freedom to make life choices,0.457
United Arab Emirates,21,2019,6.825,Freedom to make life choices,0.598
Malta,22,2019,6.726,Freedom to make life choices,0.564
Mexico,23,2019,6.595,Freedom to make life choices,0.433
France,24,2019,6.592,Freedom to make life choices,0.436
Taiwan,25,2019,6.446,Freedom to make life choices,0.351
Chile,26,2019,6.444,Freedom to make life choices,0.357
Guatemala,27,2019,6.436,Freedom to make life choices,0.535
Saudi Arabia,28,2019,6.375,Freedom to make life choices,0.439
Qatar,29,2019,6.374,Freedom to make life choices,0.555
Spain,30,2019,6.354,Freedom to make life choices,0.362
Panama,31,2019,6.321,Freedom to make life choices,0.516
Brazil,32,2019,6.3,Freedom to make life choices,0.39
Uruguay,33,2019,6.293,Freedom to make life choices,0.523
Singapore,34,2019,6.262,Freedom to make life choices,0.556
El Salvador,35,2019,6.253,Freedom to make life choices,0.43
Italy,36,2019,6.223,Freedom to make life choices,0.231
Bahrain,37,2019,6.199,Freedom to make life choices,0.536
Slovakia,38,2019,6.198,Freedom to make life choices,0.334
Trinidad & Tobago,39,2019,6.192,Freedom to make life choices,0.489
Poland,40,2019,6.182,Freedom to make life choices,0.483
Uzbekistan,41,2019,6.174,Freedom to make life choices,0.631
Lithuania,42,2019,6.149,Freedom to make life choices,0.291
Colombia,43,2019,6.125,Freedom to make life choices,0.47
Slovenia,44,2019,6.118,Freedom to make life choices,0.564
Nicaragua,45,2019,6.105,Freedom to make life choices,0.435
Kosovo,46,2019,6.1,Freedom to make life choices,0.489
Argentina,47,2019,6.086,Freedom to make life choices,0.471
Romania,48,2019,6.07,Freedom to make life choices,0.462
Cyprus,49,2019,6.046,Freedom to make life choices,0.406
Ecuador,50,2019,6.028,Freedom to make life choices,0.498
Kuwait,51,2019,6.021,Freedom to make life choices,0.493
Thailand,52,2019,6.008,Freedom to make life choices,0.557
Latvia,53,2019,5.94,Freedom to make life choices,0.264
South Korea,54,2019,5.895,Freedom to make life choices,0.159
Estonia,55,2019,5.893,Freedom to make life choices,0.495
Jamaica,56,2019,5.89,Freedom to make life choices,0.49
Mauritius,57,2019,5.888,Freedom to make life choices,0.498
Japan,58,2019,5.886,Freedom to make life choices,0.445
Honduras,59,2019,5.86,Freedom to make life choices,0.507
Kazakhstan,60,2019,5.809,Freedom to make life choices,0.41
Bolivia,61,2019,5.779,Freedom to make life choices,0.511
Hungary,62,2019,5.758,Freedom to make life choices,0.199
Paraguay,63,2019,5.743,Freedom to make life choices,0.514
Northern Cyprus,64,2019,5.718,Freedom to make life choices,0.417
Peru,65,2019,5.697,Freedom to make life choices,0.455
Portugal,66,2019,5.693,Freedom to make life choices,0.508
Pakistan,67,2019,5.653,Freedom to make life choices,0.313
Russia,68,2019,5.648,Freedom to make life choices,0.334
Philippines,69,2019,5.631,Freedom to make life choices,0.558
Serbia,70,2019,5.603,Freedom to make life choices,0.282
Moldova,71,2019,5.529,Freedom to make life choices,0.245
Libya,72,2019,5.525,Freedom to make life choices,0.416
Montenegro,73,2019,5.523,Freedom to make life choices,0.197
Tajikistan,74,2019,5.467,Freedom to make life choices,0.389
Croatia,75,2019,5.432,Freedom to make life choices,0.296
Hong Kong,76,2019,5.43,Freedom to make life choices,0.44
Dominican Republic,77,2019,5.425,Freedom to make life choices,0.497
Bosnia and Herzegovina,78,2019,5.386,Freedom to make life choices,0.212
Turkey,79,2019,5.373,Freedom to make life choices,0.195
Malaysia,80,2019,5.339,Freedom to make life choices,0.508
Belarus,81,2019,5.323,Freedom to make life choices,0.235
Greece,82,2019,5.287,Freedom to make life choices,0.067
Mongolia,83,2019,5.285,Freedom to make life choices,0.317
North Macedonia,84,2019,5.274,Freedom to make life choices,0.345
Nigeria,85,2019,5.265,Freedom to make life choices,0.426
Kyrgyzstan,86,2019,5.261,Freedom to make life choices,0.508
Turkmenistan,87,2019,5.247,Freedom to make life choices,0.394
Algeria,88,2019,5.211,Freedom to make life choices,0.086
Morocco,89,2019,5.208,Freedom to make life choices,0.418
Azerbaijan,90,2019,5.208,Freedom to make life choices,0.351
Lebanon,91,2019,5.197,Freedom to make life choices,0.216
Indonesia,92,2019,5.192,Freedom to make life choices,0.491
China,93,2019,5.191,Freedom to make life choices,0.521
Vietnam,94,2019,5.175,Freedom to make life choices,0.543
Bhutan,95,2019,5.082,Freedom to make life choices,0.457
Cameroon,96,2019,5.044,Freedom to make life choices,0.381
Bulgaria,97,2019,5.011,Freedom to make life choices,0.311
Ghana,98,2019,4.996,Freedom to make life choices,0.381
Ivory Coast,99,2019,4.944,Freedom to make life choices,0.352
Nepal,100,2019,4.913,Freedom to make life choices,0.439
Jordan,101,2019,4.906,Freedom to make life choices,0.383
Benin,102,2019,4.883,Freedom to make life choices,0.349
Congo (Brazzaville),103,2019,4.812,Freedom to make life choices,0.372
Gabon,104,2019,4.799,Freedom to make life choices,0.295
Laos,105,2019,4.796,Freedom to make life choices,0.547
South Africa,106,2019,4.722,Freedom to make life choices,0.389
Albania,107,2019,4.719,Freedom to make life choices,0.383
Venezuela,108,2019,4.707,Freedom to make life choices,0.154
Cambodia,109,2019,4.7,Freedom to make life choices,0.609
Palestinian Territories,110,2019,4.696,Freedom to make life choices,0.225
Senegal,111,2019,4.681,Freedom to make life choices,0.292
Somalia,112,2019,4.668,Freedom to make life choices,0.559
Namibia,113,2019,4.639,Freedom to make life choices,0.401
Niger,114,2019,4.628,Freedom to make life choices,0.318
Burkina Faso,115,2019,4.587,Freedom to make life choices,0.255
Armenia,116,2019,4.559,Freedom to make life choices,0.283
Iran,117,2019,4.548,Freedom to make life choices,0.305
Guinea,118,2019,4.534,Freedom to make life choices,0.332
Georgia,119,2019,4.519,Freedom to make life choices,0.346
Gambia,120,2019,4.516,Freedom to make life choices,0.382
Kenya,121,2019,4.509,Freedom to make life choices,0.431
Mauritania,122,2019,4.49,Freedom to make life choices,0.066
Mozambique,123,2019,4.466,Freedom to make life choices,0.494
Tunisia,124,2019,4.461,Freedom to make life choices,0.167
Bangladesh,125,2019,4.456,Freedom to make life choices,0.527
Iraq,126,2019,4.437,Freedom to make life choices,0.241
Congo (Kinshasa),127,2019,4.418,Freedom to make life choices,0.269
Mali,128,2019,4.39,Freedom to make life choices,0.327
Sierra Leone,129,2019,4.374,Freedom to make life choices,0.309
Sri Lanka,130,2019,4.366,Freedom to make life choices,0.47
Myanmar,131,2019,4.36,Freedom to make life choices,0.525
Chad,132,2019,4.35,Freedom to make life choices,0.174
Ukraine,133,2019,4.332,Freedom to make life choices,0.178
Ethiopia,134,2019,4.286,Freedom to make life choices,0.344
Swaziland,135,2019,4.212,Freedom to make life choices,0.313
Uganda,136,2019,4.189,Freedom to make life choices,0.356
Egypt,137,2019,4.166,Freedom to make life choices,0.241
Zambia,138,2019,4.107,Freedom to make life choices,0.431
Togo,139,2019,4.085,Freedom to make life choices,0.293
India,140,2019,4.015,Freedom to make life choices,0.498
Liberia,141,2019,3.975,Freedom to make life choices,0.37
Comoros,142,2019,3.973,Freedom to make life choices,0.142
Madagascar,143,2019,3.933,Freedom to make life choices,0.148
Lesotho,144,2019,3.802,Freedom to make life choices,0.359
Burundi,145,2019,3.775,Freedom to make life choices,0.22
Zimbabwe,146,2019,3.663,Freedom to make life choices,0.361
Haiti,147,2019,3.597,Freedom to make life choices,0.026
Botswana,148,2019,3.488,Freedom to make life choices,0.455
Syria,149,2019,3.462,Freedom to make life choices,0.013
Malawi,150,2019,3.41,Freedom to make life choices,0.443
Yemen,151,2019,3.38,Freedom to make life choices,0.143
Rwanda,152,2019,3.334,Freedom to make life choices,0.555
Tanzania,153,2019,3.231,Freedom to make life choices,0.417
Afghanistan,154,2019,3.203,Freedom to make life choices,0.0
Central African Republic,155,2019,3.083,Freedom to make life choices,0.225
South Sudan,156,2019,2.853,Freedom to make life choices,0.01
Finland,1,2019,7.769,Generosity,0.153
Denmark,2,2019,7.6,Generosity,0.252
Norway,3,2019,7.554,Generosity,0.271
Iceland,4,2019,7.494,Generosity,0.354
Netherlands,5,2019,7.488,Generosity,0.322
Switzerland,6,2019,7.48,Generosity,0.263
Sweden,7,2019,7.343,Generosity,0.267
New Zealand,8,2019,7.307,Generosity,0.33
Canada,9,2019,7.278,Generosity,0.285
Austria,10,2019,7.246,Generosity,0.244
Australia,11,2019,7.228,Generosity,0.332
Costa Rica,12,2019,7.167,Generosity,0.144
Israel,13,2019,7.139,Generosity,0.261
Luxembourg,14,2019,7.09,Generosity,0.194
United Kingdom,15,2019,7.054,Generosity,0.348
Ireland,16,2019,7.021,Generosity,0.298
Germany,17,2019,6.985,Generosity,0.261
Belgium,18,2019,6.923,Generosity,0.16
United States,19,2019,6.892,Generosity,0.28
Czech Republic,20,2019,6.852,Generosity,0.046
United Arab Emirates,21,2019,6.825,Generosity,0.262
Malta,22,2019,6.726,Generosity,0.375
Mexico,23,2019,6.595,Generosity,0.074
France,24,2019,6.592,Generosity,0.111
Taiwan,25,2019,6.446,Generosity,0.242
Chile,26,2019,6.444,Generosity,0.187
Guatemala,27,2019,6.436,Generosity,0.175
Saudi Arabia,28,2019,6.375,Generosity,0.08
Qatar,29,2019,6.374,Generosity,0.22
Spain,30,2019,6.354,Generosity,0.153
Panama,31,2019,6.321,Generosity,0.109
Brazil,32,2019,6.3,Generosity,0.099
Uruguay,33,2019,6.293,Generosity,0.127
Singapore,34,2019,6.262,Generosity,0.271
El Salvador,35,2019,6.253,Generosity,0.093
Italy,36,2019,6.223,Generosity,0.158
Bahrain,37,2019,6.199,Generosity,0.255
Slovakia,38,2019,6.198,Generosity,0.121
Trinidad & Tobago,39,2019,6.192,Generosity,0.185
Poland,40,2019,6.182,Generosity,0.117
Uzbekistan,41,2019,6.174,Generosity,0.322
Lithuania,42,2019,6.149,Generosity,0.043
Colombia,43,2019,6.125,Generosity,0.099
Slovenia,44,2019,6.118,Generosity,0.144
Nicaragua,45,2019,6.105,Generosity,0.2
Kosovo,46,2019,6.1,Generosity,0.262
Argentina,47,2019,6.086,Generosity,0.066
Romania,48,2019,6.07,Generosity,0.083
Cyprus,49,2019,6.046,Generosity,0.19
Ecuador,50,2019,6.028,Generosity,0.126
Kuwait,51,2019,6.021,Generosity,0.142
Thailand,52,2019,6.008,Generosity,0.359
Latvia,53,2019,5.94,Generosity,0.075
South Korea,54,2019,5.895,Generosity,0.175
Estonia,55,2019,5.893,Generosity,0.103
Jamaica,56,2019,5.89,Generosity,0.107
Mauritius,57,2019,5.888,Generosity,0.215
Japan,58,2019,5.886,Generosity,0.069
Honduras,59,2019,5.86,Generosity,0.246
Kazakhstan,60,2019,5.809,Generosity,0.146
Bolivia,61,2019,5.779,Generosity,0.137
Hungary,62,2019,5.758,Generosity,0.081
Paraguay,63,2019,5.743,Generosity,0.184
Northern Cyprus,64,2019,5.718,Generosity,0.191
Peru,65,2019,5.697,Generosity,0.083
Portugal,66,2019,5.693,Generosity,0.047
Pakistan,67,2019,5.653,Generosity,0.22
Russia,68,2019,5.648,Generosity,0.082
Philippines,69,2019,5.631,Generosity,0.117
Serbia,70,2019,5.603,Generosity,0.137
Moldova,71,2019,5.529,Generosity,0.181
Libya,72,2019,5.525,Generosity,0.133
Montenegro,73,2019,5.523,Generosity,0.142
Tajikistan,74,2019,5.467,Generosity,0.23
Croatia,75,2019,5.432,Generosity,0.119
Hong Kong,76,2019,5.43,Generosity,0.258
Dominican Republic,77,2019,5.425,Generosity,0.113
Bosnia and Herzegovina,78,2019,5.386,Generosity,0.263
Turkey,79,2019,5.373,Generosity,0.083
Malaysia,80,2019,5.339,Generosity,0.26
Belarus,81,2019,5.323,Generosity,0.094
Greece,82,2019,5.287,Generosity,0.0
Mongolia,83,2019,5.285,Generosity,0.235
North Macedonia,84,2019,5.274,Generosity,0.185
Nigeria,85,2019,5.265,Generosity,0.215
Kyrgyzstan,86,2019,5.261,Generosity,0.3
Turkmenistan,87,2019,5.247,Generosity,0.244
Algeria,88,2019,5.211,Generosity,0.073
Morocco,89,2019,5.208,Generosity,0.036
Azerbaijan,90,2019,5.208,Generosity,0.035
Lebanon,91,2019,5.197,Generosity,0.166
Indonesia,92,2019,5.192,Generosity,0.498
China,93,2019,5.191,Generosity,0.058
Vietnam,94,2019,5.175,Generosity,0.147
Bhutan,95,2019,5.082,Generosity,0.37
Cameroon,96,2019,5.044,Generosity,0.187
Bulgaria,97,2019,5.011,Generosity,0.081
Ghana,98,2019,4.996,Generosity,0.245
Ivory Coast,99,2019,4.944,Generosity,0.154
Nepal,100,2019,4.913,Generosity,0.285
Jordan,101,2019,4.906,Generosity,0.11
Benin,102,2019,4.883,Generosity,0.175
Congo (Brazzaville),103,2019,4.812,Generosity,0.105
Gabon,104,2019,4.799,Generosity,0.043
Laos,105,2019,4.796,Generosity,0.266
South Africa,106,2019,4.722,Generosity,0.13
Albania,107,2019,4.719,Generosity,0.178
Venezuela,108,2019,4.707,Generosity,0.064
Cambodia,109,2019,4.7,Generosity,0.232
Palestinian Territories,110,2019,4.696,Generosity,0.103
Senegal,111,2019,4.681,Generosity,0.153
Somalia,112,2019,4.668,Generosity,0.243
Namibia,113,2019,4.639,Generosity,0.07
Niger,114,2019,4.628,Generosity,0.188
Burkina Faso,115,2019,4.587,Generosity,0.177
Armenia,116,2019,4.559,Generosity,0.095
Iran,117,2019,4.548,Generosity,0.27
Guinea,118,2019,4.534,Generosity,0.207
Georgia,119,2019,4.519,Generosity,0.043
Gambia,120,2019,4.516,Generosity,0.269
Kenya,121,2019,4.509,Generosity,0.372
Mauritania,122,2019,4.49,Generosity,0.106
Mozambique,123,2019,4.466,Generosity,0.197
Tunisia,124,2019,4.461,Generosity,0.059
Bangladesh,125,2019,4.456,Generosity,0.166
Iraq,126,2019,4.437,Generosity,0.148
Congo (Kinshasa),127,2019,4.418,Generosity,0.212
Mali,128,2019,4.39,Generosity,0.153
Sierra Leone,129,2019,4.374,Generosity,0.252
Sri Lanka,130,2019,4.366,Generosity,0.244
Myanmar,131,2019,4.36,Generosity,0.566
Chad,132,2019,4.35,Generosity,0.198
Ukraine,133,2019,4.332,Generosity,0.187
Ethiopia,134,2019,4.286,Generosity,0.209
Swaziland,135,2019,4.212,Generosity,0.074
Uganda,136,2019,4.189,Generosity,0.252
Egypt,137,2019,4.166,Generosity,0.076
Zambia,138,2019,4.107,Generosity,0.247
Togo,139,2019,4.085,Generosity,0.177
India,140,2019,4.015,Generosity,0.2
Liberia,141,2019,3.975,Generosity,0.233
Comoros,142,2019,3.973,Generosity,0.275
Madagascar,143,2019,3.933,Generosity,0.169
Lesotho,144,2019,3.802,Generosity,0.107
Burundi,145,2019,3.775,Generosity,0.176
Zimbabwe,146,2019,3.663,Generosity,0.151
Haiti,147,2019,3.597,Generosity,0.419
Botswana,148,2019,3.488,Generosity,0.025
Syria,149,2019,3.462,Generosity,0.331
Malawi,150,2019,3.41,Generosity,0.218
Yemen,151,2019,3.38,Generosity,0.108
Rwanda,152,2019,3.334,Generosity,0.217
Tanzania,153,2019,3.231,Generosity,0.276
Afghanistan,154,2019,3.203,Generosity,0.158
Central African Republic,155,2019,3.083,Generosity,0.235
South Sudan,156,2019,2.853,Generosity,0.202
Finland,1,2019,7.769,Perceptions of corruption,0.393
Denmark,2,2019,7.6,Perceptions of corruption,0.41
Norway,3,2019,7.554,Perceptions of corruption,0.341
Iceland,4,2019,7.494,Perceptions of corruption,0.118
Netherlands,5,2019,7.488,Perceptions of corruption,0.298
Switzerland,6,2019,7.48,Perceptions of corruption,0.343
Sweden,7,2019,7.343,Perceptions of corruption,0.373
New Zealand,8,2019,7.307,Perceptions of corruption,0.38
Canada,9,2019,7.278,Perceptions of corruption,0.308
Austria,10,2019,7.246,Perceptions of corruption,0.226
Australia,11,2019,7.228,Perceptions of corruption,0.29
Costa Rica,12,2019,7.167,Perceptions of corruption,0.093
Israel,13,2019,7.139,Perceptions of corruption,0.082
Luxembourg,14,2019,7.09,Perceptions of corruption,0.316
United Kingdom,15,2019,7.054,Perceptions of corruption,0.278
Ireland,16,2019,7.021,Perceptions of corruption,0.31
Germany,17,2019,6.985,Perceptions of corruption,0.265
Belgium,18,2019,6.923,Perceptions of corruption,0.21
United States,19,2019,6.892,Perceptions of corruption,0.128
Czech Republic,20,2019,6.852,Perceptions of corruption,0.036
United Arab Emirates,21,2019,6.825,Perceptions of corruption,0.182
Malta,22,2019,6.726,Perceptions of corruption,0.151
Mexico,23,2019,6.595,Perceptions of corruption,0.073
France,24,2019,6.592,Perceptions of corruption,0.183
Taiwan,25,2019,6.446,Perceptions of corruption,0.097
Chile,26,2019,6.444,Perceptions of corruption,0.056
Guatemala,27,2019,6.436,Perceptions of corruption,0.078
Saudi Arabia,28,2019,6.375,Perceptions of corruption,0.132
Qatar,29,2019,6.374,Perceptions of corruption,0.167
Spain,30,2019,6.354,Perceptions of corruption,0.079
Panama,31,2019,6.321,Perceptions of corruption,0.054
Brazil,32,2019,6.3,Perceptions of corruption,0.086
Uruguay,33,2019,6.293,Perceptions of corruption,0.15
Singapore,34,2019,6.262,Perceptions of corruption,0.453
El Salvador,35,2019,6.253,Perceptions of corruption,0.074
Italy,36,2019,6.223,Perceptions of corruption,0.03
Bahrain,37,2019,6.199,Perceptions of corruption,0.11
Slovakia,38,2019,6.198,Perceptions of corruption,0.014
Trinidad & Tobago,39,2019,6.192,Perceptions of corruption,0.016
Poland,40,2019,6.182,Perceptions of corruption,0.05
Uzbekistan,41,2019,6.174,Perceptions of corruption,0.24
Lithuania,42,2019,6.149,Perceptions of corruption,0.042
Colombia,43,2019,6.125,Perceptions of corruption,0.034
Slovenia,44,2019,6.118,Perceptions of corruption,0.057
Nicaragua,45,2019,6.105,Perceptions of corruption,0.127
Kosovo,46,2019,6.1,Perceptions of corruption,0.006
Argentina,47,2019,6.086,Perceptions of corruption,0.05
Romania,48,2019,6.07,Perceptions of corruption,0.005
Cyprus,49,2019,6.046,Perceptions of corruption,0.041
Ecuador,50,2019,6.028,Perceptions of corruption,0.087
Kuwait,51,2019,6.021,Perceptions of corruption,0.097
Thailand,52,2019,6.008,Perceptions of corruption,0.028
Latvia,53,2019,5.94,Perceptions of corruption,0.064
South Korea,54,2019,5.895,Perceptions of corruption,0.056
Estonia,55,2019,5.893,Perceptions of corruption,0.161
Jamaica,56,2019,5.89,Perceptions of corruption,0.028
Mauritius,57,2019,5.888,Perceptions of corruption,0.06
Japan,58,2019,5.886,Perceptions of corruption,0.14
Honduras,59,2019,5.86,Perceptions of corruption,0.078
Kazakhstan,60,2019,5.809,Perceptions of corruption,0.096
Bolivia,61,2019,5.779,Perceptions of corruption,0.064
Hungary,62,2019,5.758,Perceptions of corruption,0.02
Paraguay,63,2019,5.743,Perceptions of corruption,0.08
Northern Cyprus,64,2019,5.718,Perceptions of corruption,0.162
Peru,65,2019,5.697,Perceptions of corruption,0.027
Portugal,66,2019,5.693,Perceptions of corruption,0.025
Pakistan,67,2019,5.653,Perceptions of corruption,0.098
Russia,68,2019,5.648,Perceptions of corruption,0.031
Philippines,69,2019,5.631,Perceptions of corruption,0.107
Serbia,70,2019,5.603,Perceptions of corruption,0.039
Moldova,71,2019,5.529,Perceptions of corruption,0.0
Libya,72,2019,5.525,Perceptions of corruption,0.152
Montenegro,73,2019,5.523,Perceptions of corruption,0.08
Tajikistan,74,2019,5.467,Perceptions of corruption,0.144
Croatia,75,2019,5.432,Perceptions of corruption,0.022
Hong Kong,76,2019,5.43,Perceptions of corruption,0.287
Dominican Republic,77,2019,5.425,Perceptions of corruption,0.101
Bosnia and Herzegovina,78,2019,5.386,Perceptions of corruption,0.006
Turkey,79,2019,5.373,Perceptions of corruption,0.106
Malaysia,80,2019,5.339,Perceptions of corruption,0.024
Belarus,81,2019,5.323,Perceptions of corruption,0.142
Greece,82,2019,5.287,Perceptions of corruption,0.034
Mongolia,83,2019,5.285,Perceptions of corruption,0.038
North Macedonia,84,2019,5.274,Perceptions of corruption,0.034
Nigeria,85,2019,5.265,Perceptions of corruption,0.041
Kyrgyzstan,86,2019,5.261,Perceptions of corruption,0.023
Turkmenistan,87,2019,5.247,Perceptions of corruption,0.028
Algeria,88,2019,5.211,Perceptions of corruption,0.114
Morocco,89,2019,5.208,Perceptions of corruption,0.076
Azerbaijan,90,2019,5.208,Perceptions of corruption,0.182
Lebanon,91,2019,5.197,Perceptions of corruption,0.027
Indonesia,92,2019,5.192,Perceptions of corruption,0.028
China,93,2019,5.191,Perceptions of corruption,0.1
Vietnam,94,2019,5.175,Perceptions of corruption,0.073
Bhutan,95,2019,5.082,Perceptions of corruption,0.167
Cameroon,96,2019,5.044,Perceptions of corruption,0.037
Bulgaria,97,2019,5.011,Perceptions of corruption,0.004
Ghana,98,2019,4.996,Perceptions of corruption,0.04
Ivory Coast,99,2019,4.944,Perceptions of corruption,0.09
Nepal,100,2019,4.913,Perceptions of corruption,0.089
Jordan,101,2019,4.906,Perceptions of corruption,0.13
Benin,102,2019,4.883,Perceptions of corruption,0.082
Congo (Brazzaville),103,2019,4.812,Perceptions of corruption,0.093
Gabon,104,2019,4.799,Perceptions of corruption,0.055
Laos,105,2019,4.796,Perceptions of corruption,0.164
South Africa,106,2019,4.722,Perceptions of corruption,0.055
Albania,107,2019,4.719,Perceptions of corruption,0.027
Venezuela,108,2019,4.707,Perceptions of corruption,0.047
Cambodia,109,2019,4.7,Perceptions of corruption,0.062
Palestinian Territories,110,2019,4.696,Perceptions of corruption,0.066
Senegal,111,2019,4.681,Perceptions of corruption,0.072
Somalia,112,2019,4.668,Perceptions of corruption,0.27
Namibia,113,2019,4.639,Perceptions of corruption,0.056
Niger,114,2019,4.628,Perceptions of corruption,0.102
Burkina Faso,115,2019,4.587,Perceptions of corruption,0.113
Armenia,116,2019,4.559,Perceptions of corruption,0.064
Iran,117,2019,4.548,Perceptions of corruption,0.125
Guinea,118,2019,4.534,Perceptions of corruption,0.086
Georgia,119,2019,4.519,Perceptions of corruption,0.164
Gambia,120,2019,4.516,Perceptions of corruption,0.167
Kenya,121,2019,4.509,Perceptions of corruption,0.053
Mauritania,122,2019,4.49,Perceptions of corruption,0.088
Mozambique,123,2019,4.466,Perceptions of corruption,0.138
Tunisia,124,2019,4.461,Perceptions of corruption,0.055
Bangladesh,125,2019,4.456,Perceptions of corruption,0.143
Iraq,126,2019,4.437,Perceptions of corruption,0.089
Congo (Kinshasa),127,2019,4.418,Perceptions of corruption,0.053
Mali,128,2019,4.39,Perceptions of corruption,0.052
Sierra Leone,129,2019,4.374,Perceptions of corruption,0.045
Sri Lanka,130,2019,4.366,Perceptions of corruption,0.047
Myanmar,131,2019,4.36,Perceptions of corruption,0.172
Chad,132,2019,4.35,Perceptions of corruption,0.078
Ukraine,133,2019,4.332,Perceptions of corruption,0.01
Ethiopia,134,2019,4.286,Perceptions of corruption,0.1
Swaziland,135,2019,4.212,Perceptions of corruption,0.135
Uganda,136,2019,4.189,Perceptions of corruption,0.06
Egypt,137,2019,4.166,Perceptions of corruption,0.067
Zambia,138,2019,4.107,Perceptions of corruption,0.087
Togo,139,2019,4.085,Perceptions of corruption,0.085
India,140,2019,4.015,Perceptions of corruption,0.085
Liberia,141,2019,3.975,Perceptions of corruption,0.033
Comoros,142,2019,3.973,Perceptions of corruption,0.078
Madagascar,143,2019,3.933,Perceptions of corruption,0.041
Lesotho,144,2019,3.802,Perceptions of corruption,0.093
Burundi,145,2019,3.775,Perceptions of corruption,0.18
Zimbabwe,146,2019,3.663,Perceptions of corruption,0.089
Haiti,147,2019,3.597,Perceptions of corruption,0.11
Botswana,148,2019,3.488,Perceptions of corruption,0.1
Syria,149,2019,3.462,Perceptions of corruption,0.141
Malawi,150,2019,3.41,Perceptions of corruption,0.089
Yemen,151,2019,3.38,Perceptions of corruption,0.077
Rwanda,152,2019,3.334,Perceptions of corruption,0.411
Tanzania,153,2019,3.231,Perceptions of corruption,0.147
Afghanistan,154,2019,3.203,Perceptions of corruption,0.025
Central African Republic,155,2019,3.083,Perceptions of corruption,0.035
South Sudan,156,2019,2.853,Perceptions of corruption,0.091
